swale	plot	time	treatment	FAR.r	FAR.d	FAR.w	FAR.k	FAR.y	FAR.days	FARp.r	FARp.d	FARp.w	FARp.k	FARp.y	FARm.r	FARm.d	FARm.w	FARm.k	FARm.y	FARb.r	FARb.d	FARb.w	FARb.k	FARb.y
s7	p125	t2	cb12	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s7	p126	t2	cb12	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s7	p127	t2	cb12	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s7	p128	t2	cb12	8	0	25	0	0	97	0.082474227	0	0.257731959	0	0	0.17975152	0	0.29209622	0	0	1	0	1	0	0
s7	p129	t2	cb12	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s7	p130	t2	cb12	0	0	0	3	0	97	0	0	0	0.030927835	0	0	0	0	0.039764359	0	0	0	0	1	0
s7	p131	t2	cb12	0	1	12	0	0	97	0	0.010309278	0.12371134	0	0	0	0.219072165	0.140206186	0	0	0	1	1	0	0
s7	p137	t2	cb12	0	1	0	0	0	97	0	0.010309278	0	0	0	0	0.219072165	0	0	0	0	1	0	0	0
s7	p138	t2	cb12	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s7	p140	t2	cb12	12	0	5	0	0	97	0.12371134	0	0.051546392	0	0	0.26962728	0	0.058419244	0	0	1	0	1	0	0
s7	p141	t2	cb12	0	0	12	5	0	97	0	0	0.12371134	0.051546392	0	0	0	0.140206186	0.066273932	0	0	0	1	1	0
s7	p144	t2	cb12	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s7	p145	t2	cb12	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s7	p146	t2	cb12	0	0	2	0	0	97	0	0	0.020618557	0	0	0	0	0.023367698	0	0	0	0	1	0	0
s7	p147	t2	cb12	0	0	5	0	0	97	0	0	0.051546392	0	0	0	0	0.058419244	0	0	0	0	1	0	0
s7	p148	t2	cb12	0	0	1	0	0	97	0	0	0.010309278	0	0	0	0	0.011683849	0	0	0	0	1	0	0
s8	p153	t2	cb12	0	0	1	0	0	96	0	0	0.010416667	0	0	0	0	0.011805556	0	0	0	0	1	0	0
s8	p162	t2	cb12	0	0	7	0	0	96	0	0	0.072916667	0	0	0	0	0.082638889	0	0	0	0	1	0	0
s8	p167	t2	cb12	0	0	8	0	0	96	0	0	0.083333333	0	0	0	0	0.094444444	0	0	0	0	1	0	0
s8	p168	t2	cb12	0	1	18	8	0	92	0	0.010869565	0.195652174	0.086956522	0	0	0.230978261	0.22173913	0.111801242	0	0	1	1	1	0
s8	p170	t2	cb12	0	0	2	0	0	92	0	0	0.02173913	0	0	0	0	0.024637681	0	0	0	0	1	0	0
s8	p173	t2	cb12	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s8	p180	t2	cb12	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s8	p182	t2	cb12	0	0	15	7	0	96	0	0	0.15625	0.072916667	0	0	0	0.177083333	0.09375	0	0	0	1	1	0
s8	p184	t2	cb12	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s8	p185	t2	cb12	0	0	8	0	0	96	0	0	0.083333333	0	0	0	0	0.094444444	0	0	0	0	1	0	0
s8	p188	t2	cb12	0	0	3	1	0	92	0	0	0.032608696	0.010869565	0	0	0	0.036956522	0.013975155	0	0	0	1	1	0
s8	p190	t2	cb12	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s8	p192	t2	cb12	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s8	p193	t2	cb12	0	0	1	0	0	96	0	0	0.010416667	0	0	0	0	0.011805556	0	0	0	0	1	0	0
s8	p194	t2	cb12	0	1	16	0	0	92	0	0.010869565	0.173913043	0	0	0	0.230978261	0.197101449	0	0	0	1	1	0	0
s8	p197	t2	cb12	0	0	6	2	0	96	0	0	0.0625	0.020833333	0	0	0	0.070833333	0.026785714	0	0	0	1	1	0
s8	p198	t2	cb12	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s8	p201	t2	cb12	0	0	1	0	0	92	0	0	0.010869565	0	0	0	0	0.012318841	0	0	0	0	1	0	0
s8	p202	t2	cb12	0	0	1	0	0	92	0	0	0.010869565	0	0	0	0	0.012318841	0	0	0	0	1	0	0
s8	p204	t2	cb12	0	1	2	4	0	96	0	0.010416667	0.020833333	0.041666667	0	0	0.221354167	0.023611111	0.053571429	0	0	1	1	1	0
s8	p208	t2	cb12	1	2	4	0	4	96	0.010416667	0.020833333	0.041666667	0	0.041666667	0.022702991	0.442708333	0.047222222	0	0.033333333	1	1	1	0	1
s8	p210	t2	cb12	0	0	0	4	0	96	0	0	0	0.041666667	0	0	0	0	0.053571429	0	0	0	0	1	0
s8	p211	t2	cb12	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s8	p215	t2	cb12	0	0	3	0	0	92	0	0	0.032608696	0	0	0	0	0.036956522	0	0	0	0	1	0	0
s8	p216	t2	cb12	1	0	0	0	0	96	0.010416667	0	0	0	0	0.022702991	0	0	0	0	1	0	0	0	0
s9	p375	t2	cb12	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s9	p376	t2	cb12	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s9	p377	t2	cb12	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s9	p378	t2	cb12	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s9	p380	t2	cb12	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s9	p383	t2	cb12	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s9	p385	t2	cb12	0	2	0	0	0	85	0	0.023529412	0	0	0	0	0.5	0	0	0	0	1	0	0	0
s9	p386	t2	cb12	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s9	p387	t2	cb12	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s9	p390	t2	cb12	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s9	p392	t2	cb12	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s10	p503	t2	cb09	0	0	17	15	2	80	0	0	0.2125	0.1875	0.025	0	0	0.240833333	0.241071429	0.02	0	0	1	1	1
s10	p505	t2	cb09	0	0	9	10	29	80	0	0	0.1125	0.125	0.3625	0	0	0.1275	0.160714286	0.29	0	0	1	1	1
s10	p506	t2	cb09	0	0	36	0	50	80	0	0	0.45	0	0.625	0	0	0.51	0	0.5	0	0	1	0	1
s10	p507	t2	cb09	0	0	51	6	43	80	0	0	0.6375	0.075	0.5375	0	0	0.7225	0.096428571	0.43	0	0	1	1	1
s10	p508	t2	cb09	0	0	18	0	16	80	0	0	0.225	0	0.2	0	0	0.255	0	0.16	0	0	1	0	1
s10	p509	t2	cb09	1	2	29	3	100	80	0.0125	0.025	0.3625	0.0375	1.25	0.02724359	0.53125	0.410833333	0.048214286	1	1	1	1	1	1
s10	p510	t2	cb09	0	0	45	3	7	80	0	0	0.5625	0.0375	0.0875	0	0	0.6375	0.048214286	0.07	0	0	1	1	1
s10	p511	t2	cb09	0	0	11	11	0	80	0	0	0.1375	0.1375	0	0	0	0.155833333	0.176785714	0	0	0	1	1	0
s10	p512	t2	cb09	0	0	23	0	17	80	0	0	0.2875	0	0.2125	0	0	0.325833333	0	0.17	0	0	1	0	1
s10	p513	t2	cb09	0	0	43	4	1	80	0	0	0.5375	0.05	0.0125	0	0	0.609166667	0.064285714	0.01	0	0	1	1	1
s10	p514	t2	cb09	0	0	48	9	10	80	0	0	0.6	0.1125	0.125	0	0	0.68	0.144642857	0.1	0	0	1	1	1
s10	p515	t2	cb09	0	1	18	0	56	80	0	0.0125	0.225	0	0.7	0	0.265625	0.255	0	0.56	0	1	1	0	1
s10	p504B	t2	cb09	0	0	26	5	12	80	0	0	0.325	0.0625	0.15	0	0	0.368333333	0.080357143	0.12	0	0	1	1	1
s11	p484	t2	cb09	0	1	10	0	15	80	0	0.0125	0.125	0	0.1875	0	0.265625	0.141666667	0	0.15	0	1	1	0	1
s11	p485	t2	cb09	0	0	43	0	32	80	0	0	0.5375	0	0.4	0	0	0.609166667	0	0.32	0	0	1	0	1
s11	p486	t2	cb09	0	1	8	0	24	80	0	0.0125	0.1	0	0.3	0	0.265625	0.113333333	0	0.24	0	1	1	0	1
s11	p487	t2	cb09	0	0	5	0	29	80	0	0	0.0625	0	0.3625	0	0	0.070833333	0	0.29	0	0	1	0	1
s11	p488	t2	cb09	0	3	29	0	46	80	0	0.0375	0.3625	0	0.575	0	0.796875	0.410833333	0	0.46	0	1	1	0	1
s11	p489	t2	cb09	0	0	14	0	10	80	0	0	0.175	0	0.125	0	0	0.198333333	0	0.1	0	0	1	0	1
