swale	plot	time	treatment	FAR.r	FAR.d	FAR.w	FAR.k	FAR.y	FAR.days	FARp.r	FARp.d	FARp.w	FARp.k	FARp.y	FARm.r	FARm.d	FARm.w	FARm.k	FARm.y	FARb.r	FARb.d	FARb.w	FARb.k	FARb.y
s1	p301	t3	ob12	6	0	2	14	3	97	0.06185567	0	0.020618557	0.144329897	0.030927835	0.244733303	0	0.015218459	0.24589538	0.029690722	1	0	1	1	1
s1	p303	t3	ob12	1	2	6	33	10	97	0.010309278	0.020618557	0.06185567	0.340206186	0.103092784	0.040788884	0.170571696	0.045655376	0.579610538	0.098969072	1	1	1	1	1
s1	p304	t3	ob12	1	0	4	13	0	97	0.010309278	0	0.041237113	0.134020619	0	0.040788884	0	0.030436917	0.228331424	0	1	0	1	1	0
s1	p308	t3	ob12	0	0	49	22	0	93	0	0	0.52688172	0.23655914	0	0	0	0.388888889	0.403026683	0	0	0	1	1	0
s1	p309	t3	ob12	0	0	23	21	8	93	0	0	0.247311828	0.225806452	0.086021505	0	0	0.182539683	0.384707288	0.082580645	0	0	1	1	1
s1	p313	t3	ob12	7	1	16	20	11	97	0.072164948	0.010309278	0.164948454	0.206185567	0.113402062	0.285522187	0.085285848	0.121747668	0.351279114	0.108865979	1	1	1	1	1
s1	p315	t3	ob12	0	1	25	42	0	97	0	0.010309278	0.257731959	0.432989691	0	0	0.085285848	0.190230731	0.73768614	0	0	1	1	1	0
s1	p318	t3	ob12	0	6	11	1	7	97	0	0.06185567	0.113402062	0.010309278	0.072164948	0	0.511715089	0.083701522	0.017563956	0.069278351	0	1	1	1	1
s1	p319	t3	ob12	1	3	21	15	0	97	0.010309278	0.030927835	0.216494845	0.154639175	0	0.040788884	0.255857545	0.159793814	0.263459336	0	1	1	1	1	0
s1	p321	t3	ob12	1	0	17	12	8	97	0.010309278	0	0.175257732	0.12371134	0.082474227	0.040788884	0	0.129356897	0.210767468	0.079175258	1	0	1	1	1
s2	p347	t3	ob12	23	1	1	6	1	91	0.252747253	0.010989011	0.010989011	0.065934066	0.010989011	1	0.090909091	0.008110937	0.112332112	0.010549451	1	1	1	1	1
s2	p348	t3	ob12	14	0	0	8	0	91	0.153846154	0	0	0.087912088	0	0.608695652	0	0	0.14977615	0	1	0	0	1	0
s2	p351B	t3	ob12	0	0	6	17	0	91	0	0	0.065934066	0.186813187	0	0	0	0.04866562	0.318274318	0	0	0	1	1	0
s2	p352B	t3	ob12	0	0	0	2	0	91	0	0	0	0.021978022	0	0	0	0	0.037444037	0	0	0	0	1	0
s2	p353B	t3	ob12	0	0	2	10	0	91	0	0	0.021978022	0.10989011	0	0	0	0.016221873	0.187220187	0	0	0	1	1	0
s3	p43	t3	ob12	1	0	5	15	2	91	0.010989011	0	0.054945055	0.164835165	0.021978022	0.043478261	0	0.040554683	0.280830281	0.021098901	1	0	1	1	1
s3	p65	t3	ob12	1	0	4	48	0	91	0.010989011	0	0.043956044	0.527472527	0	0.043478261	0	0.032443747	0.898656899	0	1	0	1	1	0
s3	p68	t3	ob12	2	0	13	24	0	91	0.021978022	0	0.142857143	0.263736264	0	0.086956522	0	0.105442177	0.449328449	0	1	0	1	1	0
s3	p72	t3	ob12	1	1	15	11	0	91	0.010989011	0.010989011	0.164835165	0.120879121	0	0.043478261	0.090909091	0.12166405	0.205942206	0	1	1	1	1	0
s3	p74	t3	ob12	0	1	17	0	0	91	0	0.010989011	0.186813187	0	0	0	0.090909091	0.137885924	0	0	0	1	1	0	0
s3	p76	t3	ob12	1	0	0	0	0	91	0.010989011	0	0	0	0	0.043478261	0	0	0	0	1	0	0	0	0
s3	p78	t3	ob12	1	1	0	3	0	91	0.010989011	0.010989011	0	0.032967033	0	0.043478261	0.090909091	0	0.056166056	0	1	1	0	1	0
s3	p80	t3	ob12	0	0	9	1	0	91	0	0	0.098901099	0.010989011	0	0	0	0.07299843	0.018722019	0	0	0	1	1	0
s3	p83	t3	ob12	2	0	6	4	0	91	0.021978022	0	0.065934066	0.043956044	0	0.086956522	0	0.04866562	0.074888075	0	1	0	1	1	0
s4	p354	t3	opub	0	0	4	17	0	96	0	0	0.041666667	0.177083333	0	0	0	0.030753968	0.301697531	0	0	0	1	1	0
s4	p355	t3	opub	0	0	6	0	2	96	0	0	0.0625	0	0.020833333	0	0	0.046130952	0	0.02	0	0	1	0	1
s4	p356	t3	opub	0	0	0	15	3	96	0	0	0	0.15625	0.03125	0	0	0	0.266203704	0.03	0	0	0	1	1
s4	p357	t3	opub	0	0	16	7	2	96	0	0	0.166666667	0.072916667	0.020833333	0	0	0.123015873	0.124228395	0.02	0	0	1	1	1
s4	p360	t3	opub	0	0	0	35	0	96	0	0	0	0.364583333	0	0	0	0	0.621141975	0	0	0	0	1	0
s4	p362	t3	opub	0	0	4	0	4	96	0	0	0.041666667	0	0.041666667	0	0	0.030753968	0	0.04	0	0	1	0	1
s4	p364	t3	opub	0	0	7	0	2	96	0	0	0.072916667	0	0.020833333	0	0	0.053819444	0	0.02	0	0	1	0	1
s4	p365	t3	opub	0	0	5	1	14	96	0	0	0.052083333	0.010416667	0.145833333	0	0	0.03844246	0.017746914	0.14	0	0	1	1	1
s4	p369	t3	opub	0	0	0	0	5	96	0	0	0	0	0.052083333	0	0	0	0	0.05	0	0	0	0	1
s5	p398	t3	opub	0	0	2	0	6	95	0	0	0.021052632	0	0.063157895	0	0	0.015538847	0	0.060631579	0	0	1	0	1
s5	p399	t3	opub	0	1	25	0	14	95	0	0.010526316	0.263157895	0	0.147368421	0	0.08708134	0.194235589	0	0.141473684	0	1	1	0	1
s5	p404	t3	opub	0	1	0	0	3	95	0	0.010526316	0	0	0.031578947	0	0.08708134	0	0	0.030315789	0	1	0	0	1
s5	p406	t3	opub	0	2	3	0	3	95	0	0.021052632	0.031578947	0	0.031578947	0	0.174162679	0.023308271	0	0.030315789	0	1	1	0	1
s5	p408	t3	opub	0	3	2	8	18	95	0	0.031578947	0.021052632	0.084210526	0.189473684	0	0.261244019	0.015538847	0.143469786	0.181894737	0	1	1	1	1
s5	p409	t3	opub	0	3	30	0	9	95	0	0.031578947	0.315789474	0	0.094736842	0	0.261244019	0.233082707	0	0.090947368	0	1	1	0	1
s5	p413	t3	opub	0	0	4	0	2	95	0	0	0.042105263	0	0.021052632	0	0	0.031077694	0	0.020210526	0	0	1	0	1
s5	p416	t3	opub	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s5	p417	t3	opub	0	0	6	0	0	95	0	0	0.063157895	0	0	0	0	0.046616541	0	0	0	0	1	0	0
s6	p419	t3	opub	5	0	13	0	2	96	0.052083333	0	0.135416667	0	0.020833333	0.206068841	0	0.099950397	0	0.02	1	0	1	0	1
s6	p422	t3	opub	4	0	9	0	6	96	0.041666667	0	0.09375	0	0.0625	0.164855072	0	0.069196429	0	0.06	1	0	1	0	1
s6	p425	t3	opub	10	1	4	1	0	96	0.104166667	0.010416667	0.041666667	0.010416667	0	0.412137681	0.086174242	0.030753968	0.017746914	0	1	1	1	1	0
s6	p426	t3	opub	3	1	2	1	17	96	0.03125	0.010416667	0.020833333	0.010416667	0.177083333	0.123641304	0.086174242	0.015376984	0.017746914	0.17	1	1	1	1	1
s6	p427	t3	opub	1	0	16	0	6	96	0.010416667	0	0.166666667	0	0.0625	0.041213768	0	0.123015873	0	0.06	1	0	1	0	1
s6	p434	t3	opub	1	1	2	1	9	96	0.010416667	0.010416667	0.020833333	0.010416667	0.09375	0.041213768	0.086174242	0.015376984	0.017746914	0.09	1	1	1	1	1
s6	p437	t3	opub	0	0	23	1	10	96	0	0	0.239583333	0.010416667	0.104166667	0	0	0.176835317	0.017746914	0.1	0	0	1	1	1
s6	p439	t3	opub	1	2	13	1	7	96	0.010416667	0.020833333	0.135416667	0.010416667	0.072916667	0.041213768	0.172348485	0.099950397	0.017746914	0.07	1	1	1	1	1
s6	p443	t3	opub	2	0	14	0	25	96	0.020833333	0	0.145833333	0	0.260416667	0.082427536	0	0.107638889	0	0.25	1	0	1	0	1
s6	p444	t3	opub	4	0	1	0	4	96	0.041666667	0	0.010416667	0	0.041666667	0.164855072	0	0.007688492	0	0.04	1	0	1	0	1
s6	p445	t3	opub	3	0	14	0	21	96	0.03125	0	0.145833333	0	0.21875	0.123641304	0	0.107638889	0	0.21	1	0	1	0	1
s6	p446	t3	opub	6	1	11	0	11	96	0.0625	0.010416667	0.114583333	0	0.114583333	0.247282609	0.086174242	0.084573413	0	0.11	1	1	1	0	1
s6	p449	t3	opub	7	0	0	3	29	96	0.072916667	0	0	0.03125	0.302083333	0.288496377	0	0	0.053240741	0.29	1	0	0	1	1
s6	p450	t3	opub	9	0	56	8	90	96	0.09375	0	0.583333333	0.083333333	0.9375	0.370923913	0	0.430555556	0.141975309	0.9	1	0	1	1	1
s6	p452	t3	opub	13	0	5	1	3	96	0.135416667	0	0.052083333	0.010416667	0.03125	0.535778986	0	0.03844246	0.017746914	0.03	1	0	1	1	1
s6	p453	t3	opub	1	0	8	0	8	96	0.010416667	0	0.083333333	0	0.083333333	0.041213768	0	0.061507937	0	0.08	1	0	1	0	1
s6	p454	t3	opub	6	1	40	3	1	96	0.0625	0.010416667	0.416666667	0.03125	0.010416667	0.247282609	0.086174242	0.307539683	0.053240741	0.01	1	1	1	1	1
s6	p455	t3	opub	4	0	26	0	100	96	0.041666667	0	0.270833333	0	1.041666667	0.164855072	0	0.199900794	0	1	1	0	1	0	1
s6	p457	t3	opub	11	2	26	7	26	96	0.114583333	0.020833333	0.270833333	0.072916667	0.270833333	0.453351449	0.172348485	0.199900794	0.124228395	0.26	1	1	1	1	1
s6	p458	t3	opub	2	0	24	0	57	96	0.020833333	0	0.25	0	0.59375	0.082427536	0	0.18452381	0	0.57	1	0	1	0	1
s6	p459	t3	opub	8	0	20	0	14	96	0.083333333	0	0.208333333	0	0.145833333	0.329710145	0	0.153769841	0	0.14	1	0	1	0	1
s6	p460	t3	opub	2	1	0	0	8	96	0.020833333	0.010416667	0	0	0.083333333	0.082427536	0.086174242	0	0	0.08	1	1	0	0	1
s6	p463	t3	opub	5	1	23	0	22	96	0.052083333	0.010416667	0.239583333	0	0.229166667	0.206068841	0.086174242	0.176835317	0	0.22	1	1	1	0	1
s6	p464	t3	opub	3	0	16	0	37	96	0.03125	0	0.166666667	0	0.385416667	0.123641304	0	0.123015873	0	0.37	1	0	1	0	1
s6	p469	t3	opub	1	0	19	0	82	96	0.010416667	0	0.197916667	0	0.854166667	0.041213768	0	0.146081349	0	0.82	1	0	1	0	1
s6	p470	t3	opub	10	0	16	0	1	96	0.104166667	0	0.166666667	0	0.010416667	0.412137681	0	0.123015873	0	0.01	1	0	1	0	1
s6	p472	t3	opub	13	1	6	3	3	96	0.135416667	0.010416667	0.0625	0.03125	0.03125	0.535778986	0.086174242	0.046130952	0.053240741	0.03	1	1	1	1	1
s6	p473	t3	opub	11	0	6	8	13	96	0.114583333	0	0.0625	0.083333333	0.135416667	0.453351449	0	0.046130952	0.141975309	0.13	1	0	1	1	1
s6	p474	t3	opub	7	0	22	0	0	96	0.072916667	0	0.229166667	0	0	0.288496377	0	0.169146825	0	0	1	0	1	0	0
s6	p475	t3	opub	11	0	29	7	3	96	0.114583333	0	0.302083333	0.072916667	0.03125	0.453351449	0	0.22296627	0.124228395	0.03	1	0	1	1	1
s6	p478	t3	opub	19	0	4	11	0	96	0.197916667	0	0.041666667	0.114583333	0	0.783061594	0	0.030753968	0.195216049	0	1	0	1	1	0
s6	p482	t3	opub	1	0	0	0	2	96	0.010416667	0	0	0	0.020833333	0.041213768	0	0	0	0.02	1	0	0	0	1
s7	p86	t3	cb12	0	3	0	0	10	90	0	0.033333333	0	0	0.111111111	0	0.275757576	0	0	0.106666667	0	1	0	0	1
s7	p87	t3	cb12	1	0	0	0	5	90	0.011111111	0	0	0	0.055555556	0.043961353	0	0	0	0.053333333	1	0	0	0	1
s7	p101	t3	cb12	0	1	0	0	0	90	0	0.011111111	0	0	0	0	0.091919192	0	0	0	0	1	0	0	0
s7	p102	t3	cb12	2	0	4	0	0	90	0.022222222	0	0.044444444	0	0	0.087922705	0	0.032804233	0	0	1	0	1	0	0
s7	p121	t3	cb12	0	1	3	0	1	90	0	0.011111111	0.033333333	0	0.011111111	0	0.091919192	0.024603175	0	0.010666667	0	1	1	0	1
s7	p122	t3	cb12	0	0	1	0	0	90	0	0	0.011111111	0	0	0	0	0.008201058	0	0	0	0	1	0	0
s7	p123	t3	cb12	2	0	0	0	0	90	0.022222222	0	0	0	0	0.087922705	0	0	0	0	1	0	0	0	0
s7	p124	t3	cb12	10	1	1	0	0	90	0.111111111	0.011111111	0.011111111	0	0	0.439613527	0.091919192	0.008201058	0	0	1	1	1	0	0
s7	p125	t3	cb12	2	0	0	0	0	90	0.022222222	0	0	0	0	0.087922705	0	0	0	0	1	0	0	0	0
s7	p126	t3	cb12	0	2	0	0	0	90	0	0.022222222	0	0	0	0	0.183838384	0	0	0	0	1	0	0	0
s7	p127	t3	cb12	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s7	p128	t3	cb12	0	0	3	0	0	90	0	0	0.033333333	0	0	0	0	0.024603175	0	0	0	0	1	0	0
s7	p129	t3	cb12	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s7	p130	t3	cb12	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s7	p131	t3	cb12	0	1	2	0	0	91	0	0.010989011	0.021978022	0	0	0	0.090909091	0.016221873	0	0	0	1	1	0	0
s7	p137	t3	cb12	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s7	p138	t3	cb12	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s7	p140	t3	cb12	9	0	0	0	0	91	0.098901099	0	0	0	0	0.391304348	0	0	0	0	1	0	0	0	0
s7	p141	t3	cb12	0	0	0	0	1	91	0	0	0	0	0.010989011	0	0	0	0	0.010549451	0	0	0	0	1
s7	p144	t3	cb12	8	2	1	0	0	91	0.087912088	0.021978022	0.010989011	0	0	0.347826087	0.181818182	0.008110937	0	0	1	1	1	0	0
s7	p145	t3	cb12	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s7	p146	t3	cb12	0	2	0	0	0	91	0	0.021978022	0	0	0	0	0.181818182	0	0	0	0	1	0	0	0
s7	p147	t3	cb12	0	2	0	0	0	91	0	0.021978022	0	0	0	0	0.181818182	0	0	0	0	1	0	0	0
s7	p148	t3	cb12	0	0	14	0	0	91	0	0	0.153846154	0	0	0	0	0.113553114	0	0	0	0	1	0	0
s8	p153	t3	cb12	0	1	0	0	0	91	0	0.010989011	0	0	0	0	0.090909091	0	0	0	0	1	0	0	0
s8	p162	t3	cb12	0	1	12	0	0	91	0	0.010989011	0.131868132	0	0	0	0.090909091	0.09733124	0	0	0	1	1	0	0
s8	p167	t3	cb12	0	2	1	0	0	91	0	0.021978022	0.010989011	0	0	0	0.181818182	0.008110937	0	0	0	1	1	0	0
s8	p168	t3	cb12	0	6	26	7	3	91	0	0.065934066	0.285714286	0.076923077	0.032967033	0	0.545454545	0.210884354	0.131054131	0.031648352	0	1	1	1	1
s8	p170	t3	cb12	0	4	0	0	0	91	0	0.043956044	0	0	0	0	0.363636364	0	0	0	0	1	0	0	0
s8	p173	t3	cb12	0	3	7	0	0	91	0	0.032967033	0.076923077	0	0	0	0.272727273	0.056776557	0	0	0	1	1	0	0
s8	p180	t3	cb12	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s8	p182	t3	cb12	0	0	13	2	3	91	0	0	0.142857143	0.021978022	0.032967033	0	0	0.105442177	0.037444037	0.031648352	0	0	1	1	1
s8	p184	t3	cb12	0	1	0	0	0	91	0	0.010989011	0	0	0	0	0.090909091	0	0	0	0	1	0	0	0
s8	p185	t3	cb12	0	0	13	0	0	91	0	0	0.142857143	0	0	0	0	0.105442177	0	0	0	0	1	0	0
s8	p188	t3	cb12	2	1	4	1	0	91	0.021978022	0.010989011	0.043956044	0.010989011	0	0.086956522	0.090909091	0.032443747	0.018722019	0	1	1	1	1	0
s8	p190	t3	cb12	0	2	2	0	0	91	0	0.021978022	0.021978022	0	0	0	0.181818182	0.016221873	0	0	0	1	1	0	0
s8	p192	t3	cb12	0	11	22	0	0	91	0	0.120879121	0.241758242	0	0	0	1	0.178440607	0	0	0	1	1	0	0
s8	p193	t3	cb12	0	2	8	0	0	91	0	0.021978022	0.087912088	0	0	0	0.181818182	0.064887493	0	0	0	1	1	0	0
s8	p194	t3	cb12	0	8	5	0	0	91	0	0.087912088	0.054945055	0	0	0	0.727272727	0.040554683	0	0	0	1	1	0	0
s8	p197	t3	cb12	0	5	4	8	3	91	0	0.054945055	0.043956044	0.087912088	0.032967033	0	0.454545455	0.032443747	0.14977615	0.031648352	0	1	1	1	1
s8	p198	t3	cb12	0	4	8	4	2	91	0	0.043956044	0.087912088	0.043956044	0.021978022	0	0.363636364	0.064887493	0.074888075	0.021098901	0	1	1	1	1
s8	p201	t3	cb12	0	1	0	0	0	91	0	0.010989011	0	0	0	0	0.090909091	0	0	0	0	1	0	0	0
s8	p202	t3	cb12	0	2	2	0	0	91	0	0.021978022	0.021978022	0	0	0	0.181818182	0.016221873	0	0	0	1	1	0	0
s8	p204	t3	cb12	0	0	4	0	0	91	0	0	0.043956044	0	0	0	0	0.032443747	0	0	0	0	1	0	0
s8	p208	t3	cb12	4	4	46	2	0	91	0.043956044	0.043956044	0.505494505	0.021978022	0	0.173913043	0.363636364	0.373103087	0.037444037	0	1	1	1	1	0
s8	p210	t3	cb12	0	5	21	12	0	91	0	0.054945055	0.230769231	0.131868132	0	0	0.454545455	0.17032967	0.224664225	0	0	1	1	1	0
s8	p211	t3	cb12	0	5	10	0	0	91	0	0.054945055	0.10989011	0	0	0	0.454545455	0.081109367	0	0	0	1	1	0	0
s8	p215	t3	cb12	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s8	p216	t3	cb12	0	2	0	2	2	91	0	0.021978022	0	0.021978022	0.021978022	0	0.181818182	0	0.037444037	0.021098901	0	1	0	1	1
s9	p375	t3	cb12	0	0	3	0	0	96	0	0	0.03125	0	0	0	0	0.023065476	0	0	0	0	1	0	0
s9	p376	t3	cb12	0	1	0	0	0	96	0	0.010416667	0	0	0	0	0.086174242	0	0	0	0	1	0	0	0
s9	p377	t3	cb12	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s9	p378	t3	cb12	0	2	0	0	0	96	0	0.020833333	0	0	0	0	0.172348485	0	0	0	0	1	0	0	0
s9	p380	t3	cb12	0	3	0	0	0	96	0	0.03125	0	0	0	0	0.258522727	0	0	0	0	1	0	0	0
s9	p383	t3	cb12	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s9	p385	t3	cb12	0	2	0	0	0	96	0	0.020833333	0	0	0	0	0.172348485	0	0	0	0	1	0	0	0
s9	p386	t3	cb12	0	3	0	0	0	96	0	0.03125	0	0	0	0	0.258522727	0	0	0	0	1	0	0	0
s9	p387	t3	cb12	0	1	0	0	0	96	0	0.010416667	0	0	0	0	0.086174242	0	0	0	0	1	0	0	0
s9	p390	t3	cb12	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s9	p392	t3	cb12	0	3	0	0	0	96	0	0.03125	0	0	0	0	0.258522727	0	0	0	0	1	0	0	0
s10	p503	t3	cb09	0	0	0	0	10	96	0	0	0	0	0.104166667	0	0	0	0	0.1	0	0	0	0	1
s10	p505	t3	cb09	0	0	4	6	5	96	0	0	0.041666667	0.0625	0.052083333	0	0	0.030753968	0.106481481	0.05	0	0	1	1	1
s10	p506	t3	cb09	0	0	21	0	23	96	0	0	0.21875	0	0.239583333	0	0	0.161458333	0	0.23	0	0	1	0	1
s10	p507	t3	cb09	0	0	13	0	5	96	0	0	0.135416667	0	0.052083333	0	0	0.099950397	0	0.05	0	0	1	0	1
s10	p508	t3	cb09	0	0	2	0	2	96	0	0	0.020833333	0	0.020833333	0	0	0.015376984	0	0.02	0	0	1	0	1
s10	p509	t3	cb09	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s10	p510	t3	cb09	0	0	6	0	10	96	0	0	0.0625	0	0.104166667	0	0	0.046130952	0	0.1	0	0	1	0	1
s10	p511	t3	cb09	0	0	16	0	33	96	0	0	0.166666667	0	0.34375	0	0	0.123015873	0	0.33	0	0	1	0	1
s10	p512	t3	cb09	0	0	1	0	2	96	0	0	0.010416667	0	0.020833333	0	0	0.007688492	0	0.02	0	0	1	0	1
s10	p513	t3	cb09	1	0	11	0	16	96	0.010416667	0	0.114583333	0	0.166666667	0.041213768	0	0.084573413	0	0.16	1	0	1	0	1
s10	p514	t3	cb09	0	0	12	0	19	96	0	0	0.125	0	0.197916667	0	0	0.092261905	0	0.19	0	0	1	0	1
s10	p515	t3	cb09	0	0	12	0	20	96	0	0	0.125	0	0.208333333	0	0	0.092261905	0	0.2	0	0	1	0	1
s10	p504B	t3	cb09	0	0	4	0	0	96	0	0	0.041666667	0	0	0	0	0.030753968	0	0	0	0	1	0	0
s11	p484	t3	cb09	0	0	3	0	5	95	0	0	0.031578947	0	0.052631579	0	0	0.023308271	0	0.050526316	0	0	1	0	1
s11	p485	t3	cb09	0	1	19	0	30	95	0	0.010526316	0.2	0	0.315789474	0	0.08708134	0.147619048	0	0.303157895	0	1	1	0	1
s11	p486	t3	cb09	0	1	0	0	12	95	0	0.010526316	0	0	0.126315789	0	0.08708134	0	0	0.121263158	0	1	0	0	1
